1 28 160 216 499 1031 1746 2126 3430 
2 291 363 1592 3430 
3 467 474 674 1071 1592 3430 
4 28 253 330 337 395 511 557 680 823 
5 375 674 1071 1355 1592 1722 1746 
6 27 101 615 773 992 1746 3430 
7 43 283 334 467 734 1071 1746 3430 
8 8 27 101 257 330 377 564 717 1083 1722 1746 3430 
9 101 262 1592 1674 3430 
10 291 363 1592 3430 
11 8 28 205 305 334 680 1071 1746 
12 160 204 291 338 965 1746 
13 10 503 575 1355 1590 1592 2158 
14 8 19 257 290 305 1592 1722 
15 22 43 51 283 291 305 638 770 777 1746 2285 
16 416 1273 1592 1722 2126 
17 636 1722 1746 2158 
18 334 485 966 1071 1089 1273 1592 1746 3430 
19 8 28 56 203 240 291 305 334 628 1210 3430 
20 291 305 1674 1722 1746 
21 375 1722 1746 2158 
22 390 2126 3430 
23 27 204 305 334 1455 1592 1722 
24 253 270 287 334 863 989 3363 3430 
25 171 205 575 1071 1746 
26 949 
27 19 123 203 205 334 1592 1746 2015 
28 136 563 674 825 1071 1746 3430 
29 338 1592 1746 2015 
30 19 203 989 1592 1674 1746 3430 
31 27 305 334 337 1455 1590 1722 2126 3430 
32 56 375 956 1071 1273 1592 1746 3430 
33 770 825 1071 2126 2285 3430 
34 19 242 674 752 1273 1592 3430 
35 287 305 334 367 464 965 1558 1746 2158 3430 
36 586 949 1071 1592 1722 2164 3430 
37 22 204 253 375 521 965 1746 2158 3430 
38 291 363 1592 3430 
39 101 305 674 973 989 1071 3430 
40 60 291 305 1592 1722 3430 
41 965 1071 1592 3019 3430 
42 390 485 965 971 1592 2126 
43 485 733 1455 
44 27 160 270 305 334 1592 3430 
45 38 101 305 338 668 733 1598 1746 3156 3430 
46 363 489 1722 1746 2158 
47 56 2217 
48 19 896 1722 1961 3430 
49 8 22 38 338 480 668 733 965 1524 1592 1746 3430 
50 248 257 290 965 1071 1592 
51 27 95 217 330 674 770 1592 1722 
52 56 334 557 575 624 631 1590 1746 3430 
53 38 298 305 615 638 733 855 1592 2197 3430 
54 205 298 334 733 1722 2158 3430 
55 56 467 1495 1722 2217 3430 
56 388 765 1071 2164 3430 
57 204 205 522 1031 1592 1674 1722 1746 2158 
58 291 298 330 387 443 1722 3430 
59 257 305 499 615 1071 1722 1746 3430 
60 28 160 205 253 330 348 680 1592 3430 
61 27 204 615 680 1746 2285 
62 27 485 505 1592 1722 1746 3430 
63 27 205 337 708 770 823 883 1524 1592 1722 
64 291 330 348 557 674 1592 3430 
65 8 38 305 334 480 668 1056 1722 1746 1764 3430 
66 291 363 1592 3430 
67 19 353 635 949 1722 3430 
68 234 305 674 734 988 1206 1722 3430 
69 8 27 38 338 467 733 1722 1746 3430 
70 304 519 674 1071 1089 
71 123 203 205 234 283 305 680 734 1071 1746 
72 160 305 982 1031 3430 
73 190 223 371 750 778 3430 
74 1674 1935 2126 3430 
75 8 28 38 92 157 270 305 334 511 512 1722 1746 2158 3430 
76 57 160 298 305 511 624 965 1590 1592 1674 1746 
77 1674 2126 3430 
78 291 363 1592 3430 
79 56 305 973 1935 2247 
